nro_solicitud,periodo,categoria,prestacion,tipo,fecha_ingreso,hora_ingreso,distrito,urbanizacion,via,numero,referencia,canal,latitud,longitud,genero,estado
00009500/23,202312,Limpieza Pública,Reubicación de contenedor,Solicitud,2023-12-15,01:02:54,Villa El Salvador,Oasis de Villa,Av. Revolución,1381,,Facebook,-12.200808,-76.954053,F,Cerrado
00009501/23,202312,Tránsito/Transporte,Remoción de vehículo abandonado,Solicitud,2023-12-15,07:27:43,San Juan de Lurigancho,Mangomarca,Av. Canto Grande,455,,X,-12.000078,-76.980935,M,Cerrado
00009502/23,202312,Otros,Consultas e inconvenientes con trámites digitales,Solicitud,2023-12-15,08:08:03,,,,,,Facebook,,,M,Cerrado
00009503/23,202312,Limpieza Pública,Retiro de restos de poda o jardinería domiciliaria,Solicitud,2023-12-15,08:09:36,San Juan de Lurigancho,Mangomarca,Av. Próceres de la Independencia,2036,,Facebook,-11.998911,-76.965232,F,En proceso
00009504/23,202312,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-12-15,08:10:13,Santa Rosa,Profam,Panamericana Norte,927,,X,-11.791259,-77.170922,M,Cerrado
00009505/23,202312,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-12-15,08:27:57,San Martín de Porres,Fiori,Av. Perú,925,,X,-12.039425,-77.102814,F,Cerrado
00009506/23,202312,Tránsito/Transporte,Reparación de vereda,Solicitud,2023-12-15,09:01:05,Chorrillos,Túpac Amaru,Ca. Los Laureles,4622,,Facebook,-12.159044,-77.031425,F,En proceso
00009507/23,202312,Áreas Verdes,Falta de recolección de restos de poda de arbolado público,Solicitud,2023-12-15,09:24:17,Puente Piedra,Shangri-La,Av. San Juan de Dios,1959,,Línea telefónica,-11.885575,-77.054186,F,Cerrado
00009508/23,202312,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-12-15,09:27:45,Villa El Salvador,Sector 3,Av. César Vallejo,40,,X,-12.204107,-76.956203,F,Cerrado
00009509/23,202312,Otros,Inconvenientes con el link del turno,Solicitud,2023-12-15,10:28:55,,,,,,Línea telefónica,,,M,Cerrado
00009510/23,202312,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-12-15,10:50:32,Villa María del Triunfo,Tablada de Lurín,Jr. José Gálvez,3294,,Facebook,-12.139838,-76.913741,M,Cerrado
00009511/23,202312,Limpieza Pública,Retiro de restos de poda o jardinería domiciliaria,Solicitud,2023-12-15,10:59:50,Carabayllo,Torre Blanca,Av. Universitaria Norte,3824,,X,-11.821221,-77.030379,F,Cerrado
00009512/23,202312,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-12-15,11:09:34,San Juan de Lurigancho,Caja de Agua,Av. Las Flores de Primavera,1700,,Facebook,-12.001252,-77.018843,F,Cerrado
00009513/23,202312,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-12-15,11:09:57,San Miguel,La Paz de San Miguel,Av. La Marina,661,,X,-12.083158,-77.085833,F,Cerrado
00009514/23,202312,Ruido/Contaminación sonora,Ruidos molestos y vibraciones,Denuncia,2023-12-15,11:14:03,Los Olivos,Parque Naranjal,Av. Antúnez de Mayolo,106,,Facebook,-11.968717,-77.069677,F,Cerrado
00009515/23,202312,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-12-15,11:19:56,Chorrillos,Túpac Amaru,Ca. Los Laureles,679,,Facebook,-12.163184,-77.028349,M,Cerrado
00009516/23,202312,Limpieza Pública,Vaciado de contenedor,Reclamo,2023-12-15,11:31:19,Ate,Valdiviezo,Av. Prolongación Javier Prado,1183,,Presencial,-11.991943,-76.929884,M,Cerrado
00009517/23,202312,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-12-15,11:33:18,Ate,Huaycán,Av. Prolongación Javier Prado,3829,,Línea telefónica,-12.046645,-76.93956,M,Cerrado
00009518/23,202312,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-12-15,11:58:36,Ate,Ceres,Av. La Molina,2440,,X,-12.026155,-76.922427,F,Cerrado
00009519/23,202312,Otros,Consultas e inconvenientes con trámites digitales,Solicitud,2023-12-15,12:31:11,,,,,,X,,,F,Cerrado
00009520/23,202312,Limpieza Pública,Retiro de restos de poda o jardinería domiciliaria,Solicitud,2023-12-15,13:58:49,Villa El Salvador,Pachacámac VES,Av. Juan Velasco Alvarado,1974,,Línea telefónica,-12.227434,-76.922251,M,Cerrado
00009521/23,202312,Limpieza Pública,Vereda sucia por mascotas,Denuncia,2023-12-15,14:45:03,Ate,Valdiviezo,Av. Metropolitana,cdra. 44,cruce con Av. Prolongación Javier Prado,Línea telefónica,-12.015269,-76.892208,F,En proceso
00009522/23,202312,Seguridad Ciudadana (Serenazgo),Mayor presencia policial,Solicitud,2023-12-15,15:31:30,Ate,Salamanca,Av. Prolongación Javier Prado,5,,Facebook,-12.044587,-76.894986,M,Cerrado
00009523/23,202312,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-12-15,15:34:14,Lurigancho-Chosica,Santa María,Av. Lima Sur,662,,X,-11.946255,-76.684228,F,Cerrado
00009524/23,202312,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-12-15,16:49:43,Carabayllo,Torre Blanca,Av. Camino Real de Carabayllo,6029,,Facebook,-11.800052,-77.063315,F,Cerrado
00009525/23,202312,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-12-15,17:16:13,San Juan de Lurigancho,Huáscar,Jr. Los Amautas,4217,,Línea telefónica,-12.023321,-76.964252,M,Cerrado
00009526/23,202312,Ruido/Contaminación sonora,Ruidos molestos y vibraciones,Denuncia,2023-12-15,17:49:07,Carabayllo,Santa Isabel,Av. San Felipe,6150,,Facebook,-11.822372,-77.066443,M,Cerrado
00009527/23,202312,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-12-15,18:10:57,Cercado de Lima,Conde de la Vega,Av. Alfonso Ugarte,300,,X,-12.034237,-77.030797,M,Cerrado
00009528/23,202312,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-12-15,18:19:24,El Agustino,Villa Hermosa,Av. Ferrocarril,cdra. 6,frente a la losa deportiva,X,-12.042269,-76.999719,F,Cerrado
00009529/23,202312,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-12-16,08:56:24,Santiago de Surco,Higuereta,Av. Ayacucho,774,,Facebook,-12.120817,-76.992643,F,Cerrado
00009530/23,202312,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-12-16,09:19:16,Breña,Garden City,Av. Bolivia,2049,,Facebook,-12.058149,-77.046531,M,Cerrado
00009531/23,202312,Áreas Verdes,Problemas con intervenciones de arbolado,Reclamo,2023-12-16,09:57:29,San Isidro,Orrantia,Av. Javier Prado Oeste,3317,,X,-12.092542,-77.041869,M,Cerrado
00009532/23,202312,Otros,Donación de bienes del hogar en desuso,Solicitud,2023-12-16,10:07:16,Pueblo Libre,Las Brisas,Jr. Manco Segundo,2349,,Facebook,-12.084277,-77.054364,F,Cerrado
00009533/23,202312,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-12-16,10:58:06,Carabayllo,El Progreso,Av. San Felipe,5032,,Facebook,-11.833287,-77.065377,F,Cerrado
00009534/23,202312,Tránsito/Transporte,Repintado / reparación de marca vial en calle o sardinel,Solicitud,2023-12-16,11:04:21,Lurigancho-Chosica,Chosica Centro,Jr. Arequipa,637,,Facebook,-11.979544,-76.72629,F,Derivado
00009535/23,202312,Alumbrado Público,Reparación de luminaria apagada durante la noche,Solicitud,2023-12-16,12:02:00,Los Olivos,Mercurio,Av. Universitaria,4051,,Línea telefónica,-11.962151,-77.081911,F,Ingresado
00009536/23,202312,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-12-16,12:34:52,Santa Anita,Viña San Francisco,Av. La Cultura,1168,,X,-12.036072,-76.973213,M,Cerrado
00009537/23,202312,Limpieza Pública,Retiro de restos de poda o jardinería domiciliaria,Solicitud,2023-12-16,12:51:18,San Juan de Lurigancho,Zárate,Av. Próceres de la Independencia,4144,,Línea telefónica,-11.971897,-76.978061,F,Cerrado
00009538/23,202312,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-12-16,13:41:56,San Juan de Lurigancho,Caja de Agua,Av. Próceres de la Independencia,cdra. 21,espalda del centro de salud,X,-11.933491,-76.999204,M,Cerrado
00009539/23,202312,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-12-16,15:01:03,Puente Piedra,Jerusalén,Panamericana Norte,3000,,X,-11.887006,-77.059925,F,Cerrado
00009540/23,202312,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-12-16,16:14:29,San Borja,Torres de Limatambo,Av. Javier Prado Este,cdra. 35,a la altura del paradero de Av. Del Parque Sur,X,-12.09646,-76.996035,M,Cerrado
00009541/23,202312,Limpieza Pública,Reubicación de contenedor,Solicitud,2023-12-16,17:01:49,El Agustino,Villa Hermosa,Av. Riva Agüero,cdra. 34,frente al colegio de la zona,Facebook,-12.034755,-76.987608,F,Cerrado
00009542/23,202312,Ruido/Contaminación sonora,Ruidos molestos y vibraciones,Denuncia,2023-12-16,17:49:17,Los Olivos,El Trébol,Av. Las Palmeras,2965,,Facebook,-11.979027,-77.089175,M,Cerrado
00009543/23,202312,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-12-16,18:37:46,San Juan de Lurigancho,Zárate,Av. Canto Grande,252,,Facebook,-12.0174,-77.04189,F,Cerrado
00009544/23,202312,Ruido/Contaminación sonora,Ruidos molestos y vibraciones,Denuncia,2023-12-16,20:43:53,Villa El Salvador,Oasis de Villa,Av. Juan Velasco Alvarado,1650,,X,-12.195502,-76.949339,M,Cerrado
00009545/23,202312,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-12-17,00:09:44,Rímac,Ciudad y Campo,Av. Amancaes,cdra. 16,cruce con Jr. Trujillo,Facebook,-12.038153,-77.016822,M,Cerrado
00009546/23,202312,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-12-17,00:31:59,Rímac,El Manzano,Av. Alcázar,2852,,Facebook,-12.021179,-77.024343,F,Cerrado
00009547/23,202312,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-12-17,02:27:02,Santa Rosa,Country Santa Rosa,Av. La Playa Norte,4815,,Facebook,-11.787181,-77.16522,M,Cerrado
00009548/23,202312,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-12-17,02:45:42,La Victoria,Matute,Av. Canadá,500,,X,-12.057571,-77.010371,F,Cerrado
00009549/23,202312,Tránsito/Transporte,Reparación de vereda por raíces de árbol que producen roturas,Solicitud,2023-12-17,04:27:22,Carabayllo,El Progreso,Av. San Felipe,cdra. 36,frente al colegio de la zona,X,-11.864193,-77.041025,F,Cerrado
00009550/23,202312,Áreas Verdes,Extracción de árbol,Solicitud,2023-12-17,04:40:32,San Martín de Porres,Condevilla,Av. Perú,1084,,Facebook,-12.038348,-77.078853,F,Ingresado
00009551/23,202312,Áreas Verdes,Problemas con intervenciones de arbolado,Reclamo,2023-12-17,08:10:56,Surquillo,Casas Huertas,Av. Tomás Marsano,4049,,X,-12.113413,-77.002527,F,Cerrado
00009552/23,202312,Áreas Verdes,Poda de árbol/despeje de luminaria o semáforo,Solicitud,2023-12-17,10:03:41,San Juan de Lurigancho,Huáscar,Av. El Sol de Zárate,3730,,Facebook,-11.955505,-76.953279,F,Cerrado
00009553/23,202312,Seguridad Ciudadana (Serenazgo),Mayor presencia policial,Solicitud,2023-12-17,10:30:20,Villa El Salvador,Sector 3,Av. César Vallejo,168,,X,-12.192351,-76.949045,M,Cerrado
00009554/23,202312,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-12-17,10:45:17,Santa Anita,Los Ficus,Av. Santiago de Chuco,2099,,Facebook,-12.040545,-76.963391,M,Cerrado
00009555/23,202312,Limpieza Pública,Retiro de restos de poda o jardinería domiciliaria,Solicitud,2023-12-17,11:34:07,Ate,Ceres,Av. Nicolás Ayllón,4774,,Facebook,-12.051288,-76.915367,F,Cerrado
00009556/23,202312,Limpieza Pública,Vaciado de tacho de basura,Reclamo,2023-12-17,11:55:17,Puente Piedra,Shangri-La,Av. San Juan de Dios,3449,,Facebook,-11.874132,-77.100751,F,Cerrado
00009557/23,202312,Alumbrado Público,Reparación de luminaria apagada durante la noche,Solicitud,2023-12-17,11:58:40,San Juan de Lurigancho,Bayóvar,Av. El Sol de Zárate,1137,,X,-11.953698,-77.038943,M,Cerrado
00009558/23,202312,Áreas Verdes,Poda de árbol/despeje de luminaria o semáforo,Solicitud,2023-12-17,13:33:30,Lince,Lobatón,Av. César Canevaro,3322,,Facebook,-12.076866,-77.033482,M,Cerrado
00009559/23,202312,Áreas Verdes,Poda de árbol/despeje de luminaria o semáforo,Solicitud,2023-12-17,13:40:34,San Juan de Lurigancho,Mangomarca,Av. Fernando Wiesse,493,,X,-11.978071,-77.034232,F,Cerrado
00009560/23,202312,Áreas Verdes,Extracción de árbol,Solicitud,2023-12-17,13:56:13,San Isidro,Country Club,Ca. Los Libertadores,2583,,X,-12.094262,-77.043694,M,Cerrado
00009561/23,202312,Limpieza Pública,"Desratizar, desinsectar y desinfectar en vía pública",Solicitud,2023-12-17,14:34:44,San Juan de Lurigancho,Mangomarca,Av. Las Flores de Primavera,4210,,Facebook,-12.0259,-77.01303,F,Cerrado
00009562/23,202312,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-12-17,14:53:58,Pueblo Libre,Las Brisas,Jr. Manco Segundo,4843,,Facebook,-12.077496,-77.052761,F,Cerrado
00009563/23,202312,Áreas Verdes,Poda de árbol/despeje de luminaria o semáforo,Solicitud,2023-12-17,15:04:33,San Juan de Miraflores,San Juanito,Av. San Juan,4447,,X,-12.175831,-76.972478,F,Cerrado
00009564/23,202312,Tránsito/Transporte,Auto en depósito,Solicitud,2023-12-17,15:56:26,Independencia,Unificada,Av. Túpac Amaru,1031,,Facebook,-11.998571,-77.065669,F,Ingresado
00009565/23,202312,Áreas Verdes,Poda de árbol/despeje de luminaria o semáforo,Solicitud,2023-12-17,16:27:38,Rímac,Flor de Amancaes,Jr. Hualgayoc,700,,Facebook,-12.018115,-77.029618,F,Cerrado
00009566/23,202312,Alumbrado Público,Reparación de toma de energía de alumbrado público,Solicitud,2023-12-17,16:47:57,Ate,Huaycán,Av. Nicolás Ayllón,3800,,Facebook,-12.058524,-76.955775,M,Cerrado
00009567/23,202312,Áreas Verdes,Poda de árbol/despeje de luminaria o semáforo,Solicitud,2023-12-17,17:42:10,San Juan de Lurigancho,Canto Grande,Av. Las Flores de Primavera,421,,Facebook,-11.966035,-77.037429,F,Cerrado
00009568/23,202312,Limpieza Pública,Retiro de restos de poda o jardinería domiciliaria,Solicitud,2023-12-17,18:57:48,Chaclacayo,Huascata,Ca. Los Ángeles,2121,,Facebook,-11.958252,-76.779129,M,Cerrado
00009569/23,202312,Áreas Verdes,Extracción de árbol,Solicitud,2023-12-17,19:03:09,San Juan de Lurigancho,Huáscar,Av. Las Flores de Primavera,1175,,Facebook,-11.955258,-77.040136,M,Cerrado
00009570/23,202312,Áreas Verdes,Problemas con intervenciones de arbolado,Reclamo,2023-12-17,19:37:51,Los Olivos,Parque Naranjal,Av. Antúnez de Mayolo,2287,,X,-11.969369,-77.060829,F,En proceso
00009571/23,202312,Áreas Verdes,Poda de árbol/despeje de luminaria o semáforo,Solicitud,2023-12-17,19:38:04,Villa María del Triunfo,San Francisco de la Tablada,Av. Salvador Allende,4507,,Facebook,-12.134107,-76.908706,F,Cerrado
00009572/23,202312,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-12-17,20:24:27,San Juan de Miraflores,San Juanito,Av. San Juan,1893,,X,-12.174884,-76.958519,F,Cerrado
00009573/23,202312,Áreas Verdes,Extracción de árbol,Solicitud,2023-12-17,21:46:05,San Juan de Lurigancho,Zárate,Av. Las Flores de Primavera,5961,,X,-12.024386,-77.001545,F,Cerrado
00009574/23,202312,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-12-17,23:36:00,Lurigancho-Chosica,Jicamarca,Av. Las Torres,5270,,Facebook,-11.9818,-76.689255,M,Cerrado
00009575/23,202312,Áreas Verdes,Poda de árbol/despeje de luminaria o semáforo,Solicitud,2023-12-18,00:04:53,Villa María del Triunfo,Tablada de Lurín,Av. El Triunfo,3297,,Facebook,-12.14935,-76.913633,M,Cerrado
00009576/23,202312,Áreas Verdes,Problemas con intervenciones de arbolado,Reclamo,2023-12-18,00:14:11,San Juan de Lurigancho,Zárate,Av. Próceres de la Independencia,2785,,Facebook,-11.972613,-77.017966,M,Cerrado
00009577/23,202312,Alumbrado Público,Reparación de luminaria apagada durante la noche,Solicitud,2023-12-18,00:34:22,El Agustino,Ancieta,Av. Ferrocarril,1930,,Facebook,-12.034739,-76.983441,F,En proceso
00009578/23,202312,Otros,Mantenimiento de instalaciones eléctricas/a gas en establecimiento educativo estatal,Solicitud,2023-12-18,04:20:05,Villa El Salvador,Pachacámac VES,,,,X,-12.186542,-76.938441,F,Derivado
00009579/23,202312,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-12-18,08:24:04,San Miguel,Maranga,Av. La Paz,3555,,X,-12.068276,-77.087526,M,Cerrado
00009580/23,202312,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-12-18,09:23:55,Villa María del Triunfo,San Francisco de la Tablada,Av. Salvador Allende,294,,Línea telefónica,-12.167976,-76.934294,F,Cerrado
00009581/23,202312,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-12-18,09:27:17,Rímac,Flor de Amancaes,Jr. Trujillo,451,,X,-12.019125,-77.037188,M,Cerrado
00009582/23,202312,Otros,"Consultas por plazos o demoras en el Expediente de catastro, obras, instalaciones y factibilidad",Solicitud,2023-12-18,09:49:23,,,,,,Facebook,,,M,Cerrado
00009583/23,202312,Limpieza Pública,Retiro de muebles y electrodomésticos en desuso,Solicitud,2023-12-18,09:50:42,Puente Piedra,Shangri-La,Av. Puente Piedra,1549,,Línea telefónica,-11.843338,-77.089762,M,Cerrado
00009584/23,202312,Áreas Verdes,Falta de recolección de restos de poda de arbolado público,Solicitud,2023-12-18,09:50:45,Villa El Salvador,Sector 3,Av. El Sol,3764,,Línea telefónica,-12.212363,-76.920719,F,Cerrado
00009585/23,202312,Áreas Verdes,Extracción de árbol,Solicitud,2023-12-18,09:58:16,San Juan de Lurigancho,Zárate,Av. Canto Grande,2021,,Facebook,-11.978871,-76.977077,M,Cerrado
00009586/23,202312,Áreas Verdes,Extracción de árbol,Solicitud,2023-12-18,10:31:06,Carabayllo,San Pedro de Carabayllo,Av. Universitaria Norte,138,,Línea telefónica,-11.837621,-77.065001,F,Ingresado
00009587/23,202312,Tránsito/Transporte,Reparación de vereda rota por empresa de servicio,Solicitud,2023-12-18,10:32:13,Villa María del Triunfo,Tablada de Lurín,Av. Pachacútec,921,,Facebook,-12.171618,-76.922461,F,Cerrado
00009588/23,202312,Ruido/Contaminación sonora,Ruidos molestos y vibraciones,Denuncia,2023-12-18,10:38:00,Villa María del Triunfo,César Vallejo,Av. Salvador Allende,900,,Presencial,-12.173307,-76.93411,F,Cerrado
00009589/23,202312,Áreas Verdes,Poda de árbol/despeje de luminaria o semáforo,Solicitud,2023-12-18,10:38:41,Rímac,El Manzano,Jr. Chiclayo,6007,,Facebook,-12.029621,-77.025201,F,Cerrado
00009590/23,202312,Ruido/Contaminación sonora,Ruidos molestos y vibraciones,Denuncia,2023-12-18,10:42:14,Los Olivos,Parque Naranjal,Av. Naranjal,3970,,Línea telefónica,-11.960526,-77.061728,F,Cerrado
00009591/23,202312,Áreas Verdes,Poda de árbol/despeje de luminaria o semáforo,Solicitud,2023-12-18,11:49:10,Puente Piedra,Shangri-La,Ca. Los Jazmines,1551,,Facebook,-11.845242,-77.078183,F,Cerrado
00009592/23,202312,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-12-18,12:05:12,Comas,Collique,Av. El Retablo,3182,,Facebook,-11.914414,-77.073821,F,Cerrado
00009593/23,202312,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-12-18,12:17:14,Chorrillos,Los Cedros de Villa,Av. Defensores del Morro,1550,,Línea telefónica,-12.179455,-77.007335,F,Cerrado
00009594/23,202312,Tránsito/Transporte,Reparación de vereda,Solicitud,2023-12-18,12:47:27,San Juan de Miraflores,Pamplona Baja,Av. César Canevaro,393,,Facebook,-12.156682,-76.976274,M,Derivado
00009595/23,202312,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-12-18,12:49:55,Carabayllo,Lucyana,Av. Universitaria Norte,3150,,X,-11.830876,-77.031651,F,Cerrado
00009596/23,202312,Áreas Verdes,Falta de recolección de restos de poda de arbolado público,Solicitud,2023-12-18,12:52:09,Comas,Collique,Av. Túpac Amaru,1048,,Facebook,-11.918211,-77.04264,F,Cerrado
00009597/23,202312,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-12-18,13:09:51,Santiago de Surco,Valle Hermoso,Av. El Polo,2621,,X,-12.151376,-77.001071,M,Cerrado
00009598/23,202312,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-12-18,13:20:29,Magdalena del Mar,San Antonio,Av. Brasil,3682,,X,-12.090762,-77.069857,M,Cerrado
00009599/23,202312,Otros,Consultas e inconvenientes con trámites digitales,Solicitud,2023-12-18,13:33:35,,,,,,X,,,F,Cerrado
00009600/23,202312,Áreas Verdes,Falta de recolección de restos de poda de arbolado público,Solicitud,2023-12-18,14:09:57,Miraflores,Aurora,Av. Pardo,646,,Facebook,-12.121648,-77.034869,F,Cerrado
00009601/23,202312,Otros,Consultas e inconvenientes con el registro de la plataforma municipal,Solicitud,2023-12-18,14:19:05,,,,,,Línea telefónica,,,M,Cerrado
00009602/23,202312,Áreas Verdes,Poda de árbol/despeje de luminaria o semáforo,Solicitud,2023-12-18,15:05:31,Puente Piedra,Jerusalén,Ca. Los Jazmines,1301,,X,-11.868971,-77.088872,F,Cerrado
00009603/23,202312,Áreas Verdes,Extracción de árbol,Solicitud,2023-12-18,15:07:12,Breña,Garden City,Jr. Jorge Chávez,3493,,Facebook,-12.058157,-77.043278,F,Cerrado
00009604/23,202312,Áreas Verdes,Poda de árbol/despeje de luminaria o semáforo,Solicitud,2023-12-18,15:23:31,San Martín de Porres,Fiori,Jr. Huandoy,930,,Facebook,-11.997818,-77.097403,F,Cerrado
00009605/23,202312,Tránsito/Transporte,Reparación de semáforo,Solicitud,2023-12-18,15:58:50,San Martín de Porres,Infantas,Av. Perú,2600,,Facebook,-12.045377,-77.097456,M,En proceso
00009606/23,202312,Áreas Verdes,Poda de árbol/despeje de luminaria o semáforo,Solicitud,2023-12-18,16:01:26,Puente Piedra,Zapallal,Panamericana Norte,1071,,X,-11.88559,-77.105205,M,Cerrado
00009607/23,202312,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-12-18,16:08:13,Chorrillos,Matellini,Ca. Los Laureles,4624,,X,-12.180963,-77.006147,F,Cerrado
00009608/23,202312,Tránsito/Transporte,Reparación de vereda,Solicitud,2023-12-18,16:15:58,Lurigancho-Chosica,Carapongo,Carretera Central,4820,,Presencial,-11.907939,-76.7342,M,Derivado
00009609/23,202312,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-12-18,16:33:10,Miraflores,San Antonio,Av. Angamos Oeste,4682,,X,-12.116585,-77.037588,F,Cerrado
00009610/23,202312,Áreas Verdes,Poda de árbol/despeje de luminaria o semáforo,Solicitud,2023-12-18,16:53:15,Comas,El Retablo,Ca. Los Incas,2046,,Línea telefónica,-11.928626,-77.075516,F,Cerrado
00009611/23,202312,Áreas Verdes,Poda de árbol/despeje de luminaria o semáforo,Solicitud,2023-12-18,16:58:16,San Juan de Lurigancho,Bayóvar,Av. Canto Grande,5311,,X,-11.955303,-77.046322,F,Cerrado
00009612/23,202312,Áreas Verdes,Poda de árbol/despeje de luminaria o semáforo,Solicitud,2023-12-18,17:15:06,Ate,Valdiviezo,Av. La Molina,1914,,Facebook,-12.030349,-76.896459,M,Cerrado
00009613/23,202312,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-12-18,17:17:46,San Martín de Porres,Condevilla,Av. Tomás Valle,1121,,X,-12.028143,-77.097455,F,Cerrado
00009614/23,202312,Limpieza Pública,Recolección de residuos fuera del contenedor,Solicitud,2023-12-18,17:24:42,Surquillo,Barrio Médico,Ca. Dante,2856,,Línea telefónica,-12.114476,-77.010839,F,Cerrado
00009615/23,202312,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-12-18,18:03:52,San Miguel,Pando,Av. La Marina,150,,Facebook,-12.090821,-77.078013,F,Cerrado
00009616/23,202312,Áreas Verdes,Extracción de árbol,Solicitud,2023-12-18,18:09:05,La Victoria,Matute,Av. México,2838,,Facebook,-12.058715,-77.03087,M,En proceso
00009617/23,202312,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-12-18,18:27:59,Comas,La Pascana,Av. El Retablo,11,,Línea telefónica,-11.953744,-77.045598,M,Cerrado
00009618/23,202312,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-12-18,19:10:00,El Agustino,Ancieta,Av. César Vallejo,cdra. 15,cerca a la comisaría del sector,Facebook,-12.05457,-76.983785,M,Cerrado
00009619/23,202312,Limpieza Pública,Mejora de barrido,Reclamo,2023-12-18,19:50:55,Santiago de Surco,Sagitario,Av. Ayacucho,3845,,X,-12.129894,-77.004531,F,Cerrado
00009620/23,202312,Tránsito/Transporte,Nivelación de tapa de empresa de servicio público en vereda,Solicitud,2023-12-18,20:21:15,Ate,Santa Clara,Ca. Los Cipreses,5209,,X,-12.039695,-76.93993,M,Cerrado
00009621/23,202312,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-12-18,20:46:34,Ate,Salamanca,Av. José Carlos Mariátegui,2577,,Facebook,-11.994533,-76.933024,F,Cerrado
00009622/23,202312,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-12-18,21:39:50,Lurigancho-Chosica,Chosica Centro,Av. Las Torres,2231,,X,-11.902795,-76.731801,M,Cerrado
00009623/23,202312,Limpieza Pública,Retiro de restos de poda o jardinería domiciliaria,Solicitud,2023-12-18,22:09:27,Puente Piedra,Zapallal,Ca. Los Jazmines,1689,,Facebook,-11.882273,-77.072026,M,Cerrado
00009624/23,202312,Limpieza Pública,Recolección de residuos fuera del contenedor,Solicitud,2023-12-18,22:13:26,San Juan de Lurigancho,Campoy,Av. Canto Grande,1859,,X,-11.997299,-77.031951,F,Cerrado
00009625/23,202312,Limpieza Pública,Retiro de restos de poda o jardinería domiciliaria,Solicitud,2023-12-19,07:20:32,Villa María del Triunfo,César Vallejo,Av. Salvador Allende,4479,,X,-12.149967,-76.935631,F,Cerrado
00009626/23,202312,Limpieza Pública,Recolección de residuos fuera del contenedor,Solicitud,2023-12-19,07:22:07,Ate,Huaycán,Ca. Los Cipreses,5746,,Línea telefónica,-11.990508,-76.883323,F,Cerrado
00009627/23,202312,Áreas Verdes,Poda de árbol/despeje de luminaria o semáforo,Solicitud,2023-12-19,07:25:18,Chorrillos,San Genaro,Av. Huaylas,145,,X,-12.15519,-77.002464,M,Cerrado
00009628/23,202312,Otros,"Consultas por liquidaciones o pagos realizados sobre catastro, obras, instalaciones y factibilidad",Solicitud,2023-12-19,08:11:44,,,,,,X,,,M,Cerrado
00009629/23,202312,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-12-19,08:50:06,Comas,San Felipe,Av. Túpac Amaru,2859,,X,-11.911511,-77.039579,F,Cerrado
